n_obs_total,n_obs_yoy_non_missing,inflation_yoy_mean,inflation_yoy_std,inflation_yoy_min,inflation_yoy_max
312,300,11.814886433442796,10.398314181184771,-1.2040685119400818,60.90567462067749
