date,baseline_cf,full_replacement_cf,ukraine_inflation_yoy
2020-09-01,0.10895317574594732,-1.3620451688539987,2.312730546497499
2020-10-01,1.439957855017889,0.6533472185357996,2.6175351062189156
2020-11-01,3.1609707474621125,2.701801109637106,3.8477153472525005
2020-12-01,4.840356673225212,4.737890520812761,4.99232944426633
2021-01-01,8.069716921164138,9.35191342638501,6.144939847347075
2021-02-01,9.729169685427472,11.195117309556226,7.528976174343582
2021-03-01,12.530036493250968,15.223295877191775,8.48905631875736
2021-04-01,15.228557572486611,19.792686845097023,8.381428286695126
2021-05-01,15.505567815878491,19.534078164080448,9.462000851866549
2021-06-01,15.084411246715856,18.8322273134578,9.46200085186657
2021-07-01,14.855303145970593,17.936540338430174,10.232860012795154
2021-08-01,14.927877981147386,18.057555058828797,10.232860012795154
2021-09-01,14.580560394945834,16.966880351415636,11.000651077560896
2021-10-01,15.161740914674661,18.008824051262575,10.890749442830682
2021-11-01,16.8204646129913,21.13829158352344,10.343411094149403
2021-12-01,17.20706245169732,22.00137036243789,10.015333558686091
2022-01-01,17.528573995130806,23.677639155025247,10.015333558686113
2022-02-01,18.398125841246973,27.78770296860967,10.668889995668396
2022-03-01,21.924508347570345,38.658258098971544,13.715821086994517
2022-04-01,24.646440025004253,45.491332836612855,16.42602933534394
2022-05-01,26.243637422916283,51.453733363063904,18.03507613760933
2022-06-01,29.42679105413019,57.140257336493434,21.451260975923358
2022-07-01,29.97967215570158,60.63014146110195,22.179240562192646
2022-08-01,31.428705469222088,65.08918895410923,23.77075371580839
2022-09-01,32.341478211545116,70.5082445957327,24.62687553004819
2022-10-01,34.09641652614573,73.93542034380398,26.60311934420152
2022-11-01,33.455425101019024,71.97662721089131,26.47752101151881
2022-12-01,32.76573322701621,66.93142174981472,26.603244193438847
2023-01-01,31.307414386686705,60.63390146965434,25.978351576491953
2023-02-01,29.694242880234064,56.90753479250853,24.862401611739582
2023-03-01,25.0516229477541,44.829018647593436,21.277835058292528
2023-04-01,21.090568199438575,37.7571313300767,17.866528349572384
2023-05-01,18.044119900795863,31.629060792141228,15.341636797780179
2023-06-01,15.186008542866693,27.617683903631118,12.768544997247734
